venue_name1,venue_address1,latitude1,longitude1,venue_name2,venue_address2,latitude2,longitude2,Duration (minutes)
Krog Street Tunnel,"1 Krog St NE, Atlanta, GA 30307",33.7529948,-84.3636479,World of Coca-Cola,"121 Baker St NW, Atlanta, GA 30313",33.7625564,-84.392436,10
Krog Street Tunnel,"1 Krog St NE, Atlanta, GA 30307",33.7529948,-84.3636479,"Millennium Gate Museum - History Art Museum Atlanta, Georgia | Classical Architecture","395 17th St NW, Atlanta, GA 30363",33.7911111,-84.3997222,11
Krog Street Tunnel,"1 Krog St NE, Atlanta, GA 30307",33.7529948,-84.3636479,Atlanta History Center,"130 W Paces Ferry Rd NW, Atlanta, GA 30305",33.8418797,-84.3862534,19
Krog Street Tunnel,"1 Krog St NE, Atlanta, GA 30307",33.7529948,-84.3636479,High Museum of Art,"1280 Peachtree Rd NE, Atlanta, GA 30309",33.7900632,-84.385552,11
Krog Street Tunnel,"1 Krog St NE, Atlanta, GA 30307",33.7529948,-84.3636479,SkyView Atlanta,"168 Luckie St NW, Atlanta, GA 30303",33.7589378,-84.3916921,10
Krog Street Tunnel,"1 Krog St NE, Atlanta, GA 30307",33.7529948,-84.3636479,"Martin Luther King, Jr. National Historical Park","450 Auburn Ave NE, Atlanta, GA 30312",33.7566739,-84.3731798,4
World of Coca-Cola,"121 Baker St NW, Atlanta, GA 30313",33.7625564,-84.392436,"Millennium Gate Museum - History Art Museum Atlanta, Georgia | Classical Architecture","395 17th St NW, Atlanta, GA 30363",33.7911111,-84.3997222,8
World of Coca-Cola,"121 Baker St NW, Atlanta, GA 30313",33.7625564,-84.392436,Atlanta History Center,"130 W Paces Ferry Rd NW, Atlanta, GA 30305",33.8418797,-84.3862534,16
World of Coca-Cola,"121 Baker St NW, Atlanta, GA 30313",33.7625564,-84.392436,High Museum of Art,"1280 Peachtree Rd NE, Atlanta, GA 30309",33.7900632,-84.385552,8
World of Coca-Cola,"121 Baker St NW, Atlanta, GA 30313",33.7625564,-84.392436,SkyView Atlanta,"168 Luckie St NW, Atlanta, GA 30303",33.7589378,-84.3916921,2
World of Coca-Cola,"121 Baker St NW, Atlanta, GA 30313",33.7625564,-84.392436,"Martin Luther King, Jr. National Historical Park","450 Auburn Ave NE, Atlanta, GA 30312",33.7566739,-84.3731798,9
"Millennium Gate Museum - History Art Museum Atlanta, Georgia | Classical Architecture","395 17th St NW, Atlanta, GA 30363",33.7911111,-84.3997222,Atlanta History Center,"130 W Paces Ferry Rd NW, Atlanta, GA 30305",33.8418797,-84.3862534,14
"Millennium Gate Museum - History Art Museum Atlanta, Georgia | Classical Architecture","395 17th St NW, Atlanta, GA 30363",33.7911111,-84.3997222,High Museum of Art,"1280 Peachtree Rd NE, Atlanta, GA 30309",33.7900632,-84.385552,5
"Millennium Gate Museum - History Art Museum Atlanta, Georgia | Classical Architecture","395 17th St NW, Atlanta, GA 30363",33.7911111,-84.3997222,SkyView Atlanta,"168 Luckie St NW, Atlanta, GA 30303",33.7589378,-84.3916921,10
"Millennium Gate Museum - History Art Museum Atlanta, Georgia | Classical Architecture","395 17th St NW, Atlanta, GA 30363",33.7911111,-84.3997222,"Martin Luther King, Jr. National Historical Park","450 Auburn Ave NE, Atlanta, GA 30312",33.7566739,-84.3731798,10
Atlanta History Center,"130 W Paces Ferry Rd NW, Atlanta, GA 30305",33.8418797,-84.3862534,High Museum of Art,"1280 Peachtree Rd NE, Atlanta, GA 30309",33.7900632,-84.385552,13
Atlanta History Center,"130 W Paces Ferry Rd NW, Atlanta, GA 30305",33.8418797,-84.3862534,SkyView Atlanta,"168 Luckie St NW, Atlanta, GA 30303",33.7589378,-84.3916921,23
Atlanta History Center,"130 W Paces Ferry Rd NW, Atlanta, GA 30305",33.8418797,-84.3862534,"Martin Luther King, Jr. National Historical Park","450 Auburn Ave NE, Atlanta, GA 30312",33.7566739,-84.3731798,26
High Museum of Art,"1280 Peachtree Rd NE, Atlanta, GA 30309",33.7900632,-84.385552,SkyView Atlanta,"168 Luckie St NW, Atlanta, GA 30303",33.7589378,-84.3916921,14
High Museum of Art,"1280 Peachtree Rd NE, Atlanta, GA 30309",33.7900632,-84.385552,"Martin Luther King, Jr. National Historical Park","450 Auburn Ave NE, Atlanta, GA 30312",33.7566739,-84.3731798,13
SkyView Atlanta,"168 Luckie St NW, Atlanta, GA 30303",33.7589378,-84.3916921,"Martin Luther King, Jr. National Historical Park","450 Auburn Ave NE, Atlanta, GA 30312",33.7566739,-84.3731798,9
